dt,comptime,Phe_Bid,Phe_Ask,Phe_bid_chng,Phe_ask_chng,phe_sig,Phediff,btc_price
02/15/2023 04:26:48,1676453208.0,226117000.0,298630000.0,-0.02,0.0,SELL,24.28,22108.3
02/15/2023 04:27:18,1676453238.0,75671000.0,332172000.0,-1.99,0.1,SELL,77.22,22112.5
02/15/2023 04:27:32,1676453252.0,77690000.0,316412000.0,0.03,-0.05,SELL,75.45,22112.5
02/15/2023 04:27:52,1676453272.0,154445000.0,250820000.0,0.5,-0.26,SELL,38.42,22114.2
02/15/2023 04:28:16,1676453296.0,78482000.0,227497000.0,-0.97,-0.1,SELL,65.5,22115.2
02/15/2023 04:28:25,1676453305.0,86122000.0,259806000.0,0.09,0.12,SELL,66.85,22115.4
02/15/2023 04:28:59,1676453339.0,104744000.0,231779000.0,0.18,-0.12,SELL,54.81,22117.1
02/15/2023 04:29:10,1676453350.0,68776000.0,209162000.0,-0.52,-0.11,SELL,67.12,22117.4
02/15/2023 04:29:43,1676453383.0,129110000.0,213288000.0,0.47,0.02,SELL,39.47,22117.6
02/15/2023 04:29:45,1676453385.0,124100000.0,203503000.0,-0.04,-0.05,SELL,39.02,22117.9
02/15/2023 04:29:58,1676453398.0,206650000.0,342807000.0,0.4,0.41,SELL,39.72,22118.1
02/15/2023 04:30:10,1676453410.0,189464000.0,256983000.0,-0.09,-0.33,SELL,26.27,22119.7
02/15/2023 04:30:11,1676453411.0,150220000.0,258000000.0,-0.26,0.0,SELL,41.78,22119.7
02/15/2023 04:30:28,1676453428.0,149138000.0,263691000.0,-0.01,0.02,SELL,43.44,22119.7
02/15/2023 04:30:44,1676453444.0,149614000.0,245718000.0,0.0,-0.07,SELL,39.11,22119.3
02/15/2023 04:30:46,1676453446.0,149614000.0,245718000.0,0.0,0.0,SELL,39.11,22119.3
02/15/2023 04:31:12,1676453472.0,145532000.0,232906000.0,-0.03,-0.06,SELL,37.51,22119.3
02/15/2023 04:31:18,1676453478.0,142506000.0,225946000.0,-0.02,-0.03,SELL,36.93,22119.3
02/15/2023 04:31:20,1676453480.0,147010000.0,254637000.0,0.03,0.11,SELL,42.27,22119.3
02/15/2023 04:31:52,1676453512.0,209562000.0,279087000.0,0.3,0.09,SELL,24.91,22119.3
02/15/2023 04:31:54,1676453514.0,209148000.0,279580000.0,-0.0,0.0,SELL,25.19,22119.3
02/15/2023 04:31:56,1676453516.0,209218000.0,280547000.0,0.0,0.0,SELL,25.42,22119.3
02/15/2023 04:32:08,1676453528.0,170537000.0,279569000.0,-0.23,-0.0,SELL,39.0,22119.3
02/15/2023 04:32:26,1676453546.0,192774000.0,261857000.0,0.12,-0.07,SELL,26.38,22119.3
02/15/2023 04:32:27,1676453547.0,191504000.0,251710000.0,-0.01,-0.04,SELL,23.92,22120.0
02/15/2023 04:32:52,1676453572.0,261119000.0,353439000.0,0.27,0.29,SELL,26.12,22121.6
02/15/2023 04:33:00,1676453580.0,234626000.0,331141000.0,-0.11,-0.07,SELL,29.15,22121.6
02/15/2023 04:33:02,1676453582.0,234119000.0,320838000.0,-0.0,-0.03,SELL,27.03,22121.6
02/15/2023 04:33:34,1676453614.0,214748000.0,286018000.0,-0.09,-0.12,SELL,24.92,22124.3
02/15/2023 04:33:36,1676453616.0,213811000.0,287177000.0,-0.0,0.0,SELL,25.55,22124.3
02/15/2023 04:34:09,1676453649.0,212316000.0,303336000.0,-0.01,0.05,SELL,30.01,22124.3
02/15/2023 04:34:10,1676453650.0,212316000.0,303336000.0,0.0,0.0,SELL,30.01,22124.3
02/15/2023 04:34:20,1676453660.0,212298000.0,342147000.0,-0.0,0.11,SELL,37.95,22124.3
02/15/2023 04:34:43,1676453683.0,262244000.0,417773000.0,0.19,0.18,SELL,37.23,22125.8
02/15/2023 04:34:45,1676453685.0,263429000.0,425048000.0,0.0,0.02,SELL,38.02,22125.8
02/15/2023 04:34:57,1676453697.0,228942000.0,381653000.0,-0.15,-0.11,SELL,40.01,22125.8
02/15/2023 04:35:05,1676453705.0,154201000.0,326813000.0,-0.48,-0.17,SELL,52.82,22127.0
02/15/2023 04:35:10,1676453710.0,226741000.0,409981000.0,0.32,0.2,SELL,44.69,22127.0
02/15/2023 04:35:17,1676453717.0,149304000.0,413360000.0,-0.52,0.01,SELL,63.88,22127.2
02/15/2023 04:35:44,1676453744.0,151658000.0,376094000.0,0.02,-0.1,SELL,59.68,22129.5
02/15/2023 04:35:49,1676453749.0,114313000.0,348497000.0,-0.33,-0.08,SELL,67.2,22129.6
02/15/2023 04:35:52,1676453752.0,179234000.0,301530000.0,0.36,-0.16,SELL,40.56,22129.9
02/15/2023 04:36:04,1676453764.0,137333000.0,310791000.0,-0.31,0.03,SELL,55.81,22129.9
02/15/2023 04:36:18,1676453778.0,73629000.0,291670000.0,-0.87,-0.07,SELL,74.76,22129.9
02/15/2023 04:36:33,1676453793.0,121759000.0,230803000.0,0.4,-0.26,SELL,47.25,22130.9
02/15/2023 04:36:37,1676453797.0,125621000.0,280413000.0,0.03,0.18,SELL,55.2,22130.9
02/15/2023 04:36:53,1676453813.0,126017000.0,264795000.0,0.0,-0.06,SELL,52.41,22130.9
02/15/2023 04:37:12,1676453832.0,140092000.0,346512000.0,0.1,0.24,SELL,59.57,22130.9
02/15/2023 04:37:16,1676453836.0,143052000.0,319602000.0,0.02,-0.08,SELL,55.24,22130.9
02/15/2023 04:37:27,1676453847.0,183695000.0,326065000.0,0.22,0.02,SELL,43.66,22130.9
02/15/2023 04:37:46,1676453866.0,216534000.0,290964000.0,0.15,-0.12,SELL,25.58,22127.3
02/15/2023 04:38:00,1676453880.0,213288000.0,324228000.0,-0.02,0.1,SELL,34.22,22127.3
02/15/2023 04:38:01,1676453881.0,213135000.0,323291000.0,-0.0,-0.0,SELL,34.07,22127.3
02/15/2023 04:38:19,1676453899.0,221672000.0,279657000.0,0.04,-0.16,SELL,20.73,22127.3
02/15/2023 04:38:36,1676453916.0,221690000.0,313914000.0,0.0,0.11,SELL,29.38,22127.3
02/15/2023 04:38:44,1676453924.0,230061000.0,317522000.0,0.04,0.01,SELL,27.54,22127.3
02/15/2023 04:38:54,1676453934.0,203796000.0,316380000.0,-0.13,-0.0,SELL,35.59,22127.3
02/15/2023 04:39:07,1676453947.0,165111000.0,327591000.0,-0.23,0.03,SELL,49.6,22127.3
02/15/2023 04:39:10,1676453950.0,165111000.0,327926000.0,0.0,0.0,SELL,49.65,22127.3
02/15/2023 04:39:27,1676453967.0,198516000.0,503156000.0,0.17,0.35,SELL,60.55,22130.0
02/15/2023 04:39:41,1676453981.0,193466000.0,462035000.0,-0.03,-0.09,SELL,58.13,22131.7
02/15/2023 04:39:44,1676453984.0,162465000.0,352753000.0,-0.19,-0.31,SELL,53.94,22132.2
02/15/2023 04:40:11,1676454011.0,193439000.0,328645000.0,0.16,-0.07,SELL,41.14,22132.8
02/15/2023 04:40:15,1676454015.0,173398000.0,304770000.0,-0.12,-0.08,SELL,43.11,22132.8
02/15/2023 04:40:18,1676454018.0,172761000.0,307356000.0,-0.0,0.01,SELL,43.79,22132.8
02/15/2023 04:40:49,1676454049.0,130501000.0,209087000.0,-0.32,-0.47,SELL,37.59,22127.3
02/15/2023 04:40:52,1676454052.0,130501000.0,209087000.0,0.0,0.0,SELL,37.59,22127.3
02/15/2023 04:40:55,1676454055.0,129156000.0,209087000.0,-0.01,0.0,SELL,38.23,22127.3
02/15/2023 04:41:05,1676454065.0,129132000.0,200085000.0,-0.0,-0.04,SELL,35.46,22127.3
02/15/2023 04:41:07,1676454067.0,130612000.0,200085000.0,0.01,0.0,SELL,34.72,22127.3
02/15/2023 04:41:24,1676454084.0,128875000.0,201769000.0,-0.01,0.01,SELL,36.13,22127.6
02/15/2023 04:41:39,1676454099.0,130753000.0,209657000.0,0.01,0.04,SELL,37.63,22127.5
02/15/2023 04:41:51,1676454111.0,229254000.0,269319000.0,0.43,0.22,SELL,14.88,22127.5
02/15/2023 04:41:58,1676454118.0,226848000.0,319494000.0,-0.01,0.16,SELL,29.0,22127.5
02/15/2023 04:42:11,1676454131.0,206895000.0,192219000.0,-0.1,-0.66,BUY,7.09,22127.5
02/15/2023 04:42:13,1676454133.0,226758000.0,190978000.0,0.09,-0.01,BUY,15.78,22127.5
02/15/2023 04:42:36,1676454156.0,225470000.0,190470000.0,-0.01,-0.0,BUY,15.52,22127.5
02/15/2023 04:47:47,1676454467.0,233369000.0,289544000.0,0.03,0.34,SELL,19.4,22140.0
02/15/2023 04:47:48,1676454468.0,109466000.0,332087000.0,-1.13,0.13,SELL,67.04,22140.0
02/15/2023 04:48:20,1676454500.0,114752000.0,224137000.0,0.05,-0.48,SELL,48.8,22143.3
02/15/2023 04:48:21,1676454501.0,83161000.0,224137000.0,-0.38,0.0,SELL,62.9,22143.3
02/15/2023 04:48:22,1676454502.0,84641000.0,224623000.0,0.02,0.0,SELL,62.32,22143.3
02/15/2023 04:48:54,1676454534.0,191812000.0,304002000.0,0.56,0.26,SELL,36.9,22143.3
02/15/2023 04:48:55,1676454535.0,191134000.0,306837000.0,-0.0,0.01,SELL,37.71,22143.3
02/15/2023 04:49:05,1676454545.0,164516000.0,303238000.0,-0.16,-0.01,SELL,45.75,22138.8
02/15/2023 04:49:27,1676454567.0,139071000.0,302835000.0,-0.18,-0.0,SELL,54.08,22138.8
02/15/2023 04:49:30,1676454570.0,147839000.0,309113000.0,0.06,0.02,SELL,52.17,22138.8
02/15/2023 04:49:48,1676454588.0,31579000.0,279447000.0,-3.68,-0.11,SELL,88.7,22147.7
02/15/2023 04:50:01,1676454601.0,55066000.0,272573000.0,0.43,-0.03,SELL,79.8,22149.0
02/15/2023 04:50:03,1676454603.0,54170000.0,305249000.0,-0.02,0.11,SELL,82.25,22149.0
02/15/2023 04:50:33,1676454633.0,112165000.0,203564000.0,0.52,-0.5,SELL,44.9,22142.2
02/15/2023 04:50:35,1676454635.0,136924000.0,203711000.0,0.18,0.0,SELL,32.79,22142.2
02/15/2023 04:50:37,1676454637.0,182229000.0,198976000.0,0.25,-0.02,SELL,8.42,22142.2
02/15/2023 04:51:10,1676454670.0,179154000.0,239462000.0,-0.02,0.17,SELL,25.18,22142.2
02/15/2023 04:51:11,1676454671.0,168652000.0,209855000.0,-0.06,-0.14,SELL,19.63,22142.2
02/15/2023 04:51:16,1676454676.0,164624000.0,211786000.0,-0.02,0.01,SELL,22.27,22142.2
02/15/2023 04:51:44,1676454704.0,172838000.0,211403000.0,0.05,-0.0,SELL,18.24,22142.2
02/15/2023 04:51:46,1676454706.0,172856000.0,211119000.0,0.0,-0.0,SELL,18.12,22142.2
02/15/2023 04:51:59,1676454719.0,129698000.0,175300000.0,-0.33,-0.2,SELL,26.01,22142.2
02/15/2023 04:52:01,1676454721.0,127329000.0,251763000.0,-0.02,0.3,SELL,49.43,22142.2
02/15/2023 04:52:18,1676454738.0,219557000.0,216287000.0,0.42,-0.16,BUY,1.49,22142.2
02/15/2023 04:52:33,1676454753.0,250805000.0,250281000.0,0.12,0.14,BUY,0.21,22135.8
02/15/2023 04:52:45,1676454765.0,188296000.0,261291000.0,-0.33,0.04,SELL,27.94,22137.1
02/15/2023 04:53:30,1676454810.0,149595000.0,225495000.0,-0.26,-0.16,SELL,33.66,22139.7
02/15/2023 04:54:14,1676454854.0,140862000.0,336642000.0,-0.06,0.33,SELL,58.16,22139.7
02/15/2023 04:54:59,1676454899.0,147015000.0,278675000.0,0.04,-0.21,SELL,47.24,22140.3
02/15/2023 04:55:43,1676454943.0,139461000.0,243466000.0,-0.05,-0.14,SELL,42.72,22145.8
02/15/2023 04:56:27,1676454987.0,105986000.0,245763000.0,-0.32,0.01,SELL,56.87,22145.8
02/15/2023 04:57:12,1676455032.0,99339000.0,254066000.0,-0.07,0.03,SELL,60.9,22145.8
02/15/2023 04:57:55,1676455075.0,130518000.0,290604000.0,0.24,0.13,SELL,55.09,22149.0
02/15/2023 04:57:56,1676455076.0,201148000.0,355305000.0,0.35,0.18,SELL,43.39,22149.0
02/15/2023 04:58:09,1676455089.0,202913000.0,269153000.0,0.01,-0.32,SELL,24.61,22149.0
02/15/2023 04:58:29,1676455109.0,169705000.0,428027000.0,-0.2,0.37,SELL,60.35,22149.0
02/15/2023 04:58:40,1676455120.0,188355000.0,371173000.0,0.1,-0.15,SELL,49.25,22156.8
02/15/2023 04:58:43,1676455123.0,189246000.0,370722000.0,0.0,-0.0,SELL,48.95,22156.8
02/15/2023 04:59:03,1676455143.0,197341000.0,200146000.0,0.04,-0.85,SELL,1.4,22191.5
02/15/2023 04:59:16,1676455156.0,268336000.0,149964000.0,0.26,-0.33,BUY,44.11,22170.8
02/15/2023 04:59:25,1676455165.0,174665000.0,267119000.0,-0.54,0.44,SELL,34.61,22165.6
02/15/2023 04:59:37,1676455177.0,222148000.0,229386000.0,0.21,-0.16,SELL,3.16,22168.5
02/15/2023 05:00:09,1676455209.0,260167000.0,178865000.0,0.15,-0.28,BUY,31.25,22169.2
02/15/2023 05:00:11,1676455211.0,183428000.0,206582000.0,-0.42,0.13,SELL,11.21,22169.2
02/15/2023 05:00:45,1676455245.0,190921000.0,227077000.0,0.04,0.09,SELL,15.92,22168.1
02/15/2023 05:01:18,1676455278.0,264401000.0,285742000.0,0.28,0.21,SELL,7.47,22164.7
02/15/2023 05:01:52,1676455312.0,180959000.0,363926000.0,-0.46,0.21,SELL,50.28,22170.7
02/15/2023 05:02:26,1676455346.0,162707000.0,312404000.0,-0.11,-0.16,SELL,47.92,22171.7
02/15/2023 05:03:00,1676455380.0,187336000.0,287195000.0,0.13,-0.09,SELL,34.77,22169.8
02/15/2023 05:03:35,1676455415.0,187670000.0,376877000.0,0.0,0.24,SELL,50.2,22169.8
02/15/2023 05:04:10,1676455450.0,156454000.0,238457000.0,-0.2,-0.58,SELL,34.39,22169.8
02/15/2023 05:04:45,1676455485.0,295804000.0,276437000.0,0.47,0.14,BUY,6.55,22169.8
02/15/2023 05:04:51,1676455491.0,295804000.0,309917000.0,0.0,0.11,SELL,4.55,22169.8
02/15/2023 05:05:25,1676455525.0,249957000.0,137452000.0,-0.18,-1.25,BUY,45.01,22169.8
02/15/2023 05:05:56,1676455556.0,170303000.0,163133000.0,-0.47,0.16,BUY,4.21,22158.5
02/15/2023 05:10:21,1676455821.0,286030000.0,217258000.0,0.4,0.25,BUY,24.04,22152.7
02/15/2023 05:11:01,1676455861.0,162016000.0,222407000.0,-0.77,0.02,SELL,27.15,22152.7
02/15/2023 05:11:34,1676455894.0,204097000.0,214247000.0,0.21,-0.04,SELL,4.74,22152.7
02/15/2023 05:11:42,1676455902.0,210003000.0,213941000.0,0.03,-0.0,SELL,1.84,22152.7
02/15/2023 05:12:08,1676455928.0,218701000.0,215434000.0,0.04,0.01,BUY,1.49,22152.7
02/15/2023 05:12:26,1676455946.0,172332000.0,209855000.0,-0.27,-0.03,SELL,17.88,22152.7
02/15/2023 05:13:10,1676455990.0,223215000.0,234873000.0,0.23,0.11,SELL,4.96,22149.8
02/15/2023 05:13:55,1676456035.0,176510000.0,195180000.0,-0.26,-0.2,SELL,9.57,22155.6
02/15/2023 05:14:39,1676456079.0,219722000.0,225222000.0,0.2,0.13,SELL,2.44,22155.6
02/15/2023 05:15:24,1676456124.0,165046000.0,200443000.0,-0.33,-0.12,SELL,17.66,22155.6
02/15/2023 05:15:57,1676456157.0,65899000.0,182197000.0,-1.5,-0.1,SELL,63.83,22155.6
02/15/2023 05:16:07,1676456167.0,113724000.0,183246000.0,0.42,0.01,SELL,37.94,22155.6
02/15/2023 05:16:32,1676456192.0,110753000.0,214762000.0,-0.03,0.15,SELL,48.43,22155.6
02/15/2023 05:16:52,1676456212.0,103131000.0,193563000.0,-0.07,-0.11,SELL,46.72,22155.6
02/15/2023 05:17:06,1676456226.0,146203000.0,191307000.0,0.29,-0.01,SELL,23.58,22155.6
02/15/2023 05:17:36,1676456256.0,99453000.0,227530000.0,-0.47,0.16,SELL,56.29,22155.2
02/15/2023 05:17:40,1676456260.0,142516000.0,202358000.0,0.3,-0.12,SELL,29.57,22155.2
02/15/2023 05:17:44,1676456264.0,170298000.0,223719000.0,0.16,0.1,SELL,23.88,22155.2
02/15/2023 05:18:14,1676456294.0,135186000.0,207996000.0,-0.26,-0.08,SELL,35.01,22155.1
02/15/2023 05:18:17,1676456297.0,137245000.0,228646000.0,0.02,0.09,SELL,39.97,22155.1
02/15/2023 05:18:21,1676456301.0,71503000.0,206967000.0,-0.92,-0.1,SELL,65.45,22155.1
02/15/2023 05:18:48,1676456328.0,166092000.0,199208000.0,0.57,-0.04,SELL,16.62,22155.1
02/15/2023 05:18:50,1676456330.0,152723000.0,204500000.0,-0.09,0.03,SELL,25.32,22155.1
02/15/2023 05:19:05,1676456345.0,214017000.0,155117000.0,0.29,-0.32,BUY,27.52,22155.1
02/15/2023 05:19:22,1676456362.0,359093000.0,151004000.0,0.4,-0.03,BUY,57.95,22155.1
02/15/2023 05:19:24,1676456364.0,359093000.0,152518000.0,0.0,0.01,BUY,57.53,22155.1
02/15/2023 05:24:51,1676456691.0,209119000.0,206237000.0,-0.72,0.26,BUY,1.38,22167.5
02/15/2023 05:24:58,1676456698.0,209773000.0,207737000.0,0.0,0.01,BUY,0.97,22167.5
02/15/2023 05:24:59,1676456699.0,211589000.0,230854000.0,0.01,0.1,SELL,8.35,22167.5
02/15/2023 05:25:34,1676456734.0,228259000.0,177050000.0,0.07,-0.3,BUY,22.43,22168.9
02/15/2023 05:30:34,1676457034.0,205681000.0,197152000.0,-0.11,0.1,BUY,4.15,22172.7
02/15/2023 05:30:36,1676457036.0,205623000.0,197429000.0,-0.0,0.0,BUY,3.98,22172.7
02/15/2023 05:31:09,1676457069.0,229462000.0,203479000.0,0.1,0.03,BUY,11.32,22177.5
02/15/2023 05:36:10,1676457370.0,151721000.0,199548000.0,-0.51,-0.02,SELL,23.97,22179.9
02/15/2023 05:36:21,1676457381.0,226960000.0,206291000.0,0.33,0.03,BUY,9.11,22179.9
02/15/2023 05:36:44,1676457404.0,209483000.0,213336000.0,-0.08,0.03,SELL,1.81,22198.7
02/15/2023 05:37:18,1676457438.0,173940000.0,364827000.0,-0.2,0.42,SELL,52.32,22197.8
02/15/2023 05:37:51,1676457471.0,198638000.0,217083000.0,0.12,-0.68,SELL,8.5,22197.6
02/15/2023 05:38:25,1676457505.0,117579000.0,309424000.0,-0.69,0.3,SELL,62.0,22206.3
02/15/2023 05:38:59,1676457539.0,165698000.0,347506000.0,0.29,0.11,SELL,52.32,22214.1
02/15/2023 05:39:32,1676457572.0,118272000.0,272154000.0,-0.4,-0.28,SELL,56.54,22223.0
02/15/2023 05:40:06,1676457606.0,137254000.0,403763000.0,0.14,0.33,SELL,66.01,22225.8
02/15/2023 05:40:40,1676457640.0,231597000.0,415634000.0,0.41,0.03,SELL,44.28,22223.1
02/15/2023 05:41:14,1676457674.0,197379000.0,291315000.0,-0.17,-0.43,SELL,32.25,22223.3
02/15/2023 05:41:48,1676457708.0,179777000.0,200814000.0,-0.1,-0.45,SELL,10.48,22222.4
02/15/2023 05:42:06,1676457726.0,112368000.0,205549000.0,-0.6,0.02,SELL,45.33,22222.4
02/15/2023 05:42:21,1676457741.0,200957000.0,202886000.0,0.44,-0.01,SELL,0.95,22222.4
02/15/2023 05:42:50,1676457770.0,61032000.0,178291000.0,-2.29,-0.14,SELL,65.77,22217.7
02/15/2023 05:42:54,1676457774.0,62353000.0,170779000.0,0.02,-0.04,SELL,63.49,22217.7
02/15/2023 05:43:07,1676457787.0,67640000.0,176005000.0,0.08,0.03,SELL,61.57,22217.7
02/15/2023 05:43:34,1676457814.0,205655000.0,225474000.0,0.67,0.22,SELL,8.79,22217.7
02/15/2023 05:43:41,1676457821.0,130973000.0,225466000.0,-0.57,-0.0,SELL,41.91,22217.7
02/15/2023 05:44:15,1676457855.0,105920000.0,241674000.0,-0.24,0.07,SELL,56.17,22217.7
02/15/2023 05:44:18,1676457858.0,107907000.0,221463000.0,0.02,-0.09,SELL,51.28,22217.7
02/15/2023 05:44:50,1676457890.0,178254000.0,326033000.0,0.39,0.32,SELL,45.33,22218.9
02/15/2023 05:45:03,1676457903.0,191136000.0,248949000.0,0.07,-0.31,SELL,23.22,22218.8
02/15/2023 05:45:24,1676457924.0,90047000.0,412418000.0,-1.12,0.4,SELL,78.17,22218.9
02/15/2023 05:45:47,1676457947.0,121191000.0,311003000.0,0.26,-0.33,SELL,61.03,22226.9
02/15/2023 05:45:58,1676457958.0,113384000.0,316319000.0,-0.07,0.02,SELL,64.16,22226.9
02/15/2023 05:46:32,1676457992.0,145525000.0,230634000.0,0.22,-0.37,SELL,36.9,22239.5
02/15/2023 05:46:43,1676458003.0,71708000.0,238027000.0,-1.03,0.03,SELL,69.87,22239.5
02/15/2023 05:47:06,1676458026.0,106307000.0,229426000.0,0.33,-0.04,SELL,53.66,22236.1
02/15/2023 05:47:28,1676458048.0,79434000.0,211362000.0,-0.34,-0.09,SELL,62.42,22245.2
02/15/2023 05:47:41,1676458061.0,69784000.0,267050000.0,-0.14,0.21,SELL,73.87,22243.3
02/15/2023 05:48:12,1676458092.0,87502000.0,316570000.0,0.2,0.16,SELL,72.36,22234.7
02/15/2023 05:48:15,1676458095.0,138612000.0,325054000.0,0.37,0.03,SELL,57.36,22234.7
02/15/2023 05:48:26,1676458106.0,154133000.0,321224000.0,0.1,-0.01,SELL,52.02,22234.7
02/15/2023 05:48:49,1676458129.0,135934000.0,332972000.0,-0.13,0.04,SELL,59.18,22249.9
02/15/2023 05:48:55,1676458135.0,68587000.0,297372000.0,-0.98,-0.12,SELL,76.94,22248.8
02/15/2023 05:49:01,1676458141.0,65051000.0,120766000.0,-0.05,-1.46,SELL,46.13,22247.7
02/15/2023 05:49:07,1676458147.0,74487000.0,182790000.0,0.13,0.34,SELL,59.25,22247.7
02/15/2023 05:49:25,1676458165.0,73764000.0,141309000.0,-0.01,-0.29,SELL,47.8,22249.4
02/15/2023 05:49:35,1676458175.0,78347000.0,113156000.0,0.06,-0.25,SELL,30.76,22250.4
02/15/2023 05:49:52,1676458192.0,79287000.0,113833000.0,0.01,0.01,SELL,30.35,22250.4
02/15/2023 05:49:59,1676458199.0,67997000.0,211212000.0,-0.17,0.46,SELL,67.81,22249.7
02/15/2023 05:50:10,1676458210.0,74441000.0,209283000.0,0.09,-0.01,SELL,64.43,22249.7
02/15/2023 05:50:34,1676458234.0,184153000.0,186851000.0,0.6,-0.12,SELL,1.44,22249.7
02/15/2023 05:50:36,1676458236.0,183050000.0,214808000.0,-0.01,0.13,SELL,14.78,22249.7
02/15/2023 05:50:45,1676458245.0,117441000.0,214317000.0,-0.56,-0.0,SELL,45.2,22249.7
02/15/2023 05:51:08,1676458268.0,178200000.0,242335000.0,0.34,0.12,SELL,26.47,22241.5
02/15/2023 05:51:18,1676458278.0,182418000.0,240351000.0,0.02,-0.01,SELL,24.1,22241.5
02/15/2023 05:51:42,1676458302.0,197151000.0,119649000.0,0.07,-1.01,BUY,39.31,22245.6
02/15/2023 05:51:51,1676458311.0,228524000.0,157782000.0,0.14,0.24,BUY,30.96,22245.6
02/15/2023 05:52:01,1676458321.0,75858000.0,187245000.0,-2.01,0.16,SELL,59.49,22245.6
02/15/2023 05:52:46,1676458366.0,173874000.0,187287000.0,0.56,0.0,SELL,7.16,22240.2
02/15/2023 05:53:30,1676458410.0,161748000.0,242587000.0,-0.07,0.23,SELL,33.32,22238.1
02/15/2023 05:54:14,1676458454.0,222064000.0,334720000.0,0.27,0.28,SELL,33.66,22241.6
02/15/2023 05:54:58,1676458498.0,92020000.0,231626000.0,-1.41,-0.45,SELL,60.27,22250.2
02/15/2023 05:55:42,1676458542.0,126409000.0,249211000.0,0.27,0.07,SELL,49.28,22245.5
02/15/2023 05:56:27,1676458587.0,203224000.0,219675000.0,0.38,-0.13,SELL,7.49,22241.6
02/15/2023 05:57:11,1676458631.0,148604000.0,107862000.0,-0.37,-1.04,BUY,27.42,22245.3
02/15/2023 05:57:17,1676458637.0,133076000.0,191915000.0,-0.12,0.44,SELL,30.66,22245.3
02/15/2023 05:57:27,1676458647.0,102891000.0,110682000.0,-0.29,-0.73,SELL,7.04,22245.3
02/15/2023 05:57:51,1676458671.0,169481000.0,147904000.0,0.39,0.25,BUY,12.73,22243.8
02/15/2023 05:58:00,1676458680.0,233620000.0,141812000.0,0.27,-0.04,BUY,39.3,22243.2
02/15/2023 06:02:57,1676458977.0,200020000.0,366279000.0,-0.17,0.61,SELL,45.39,22243.3
02/15/2023 06:03:27,1676459007.0,175847000.0,303861000.0,-0.14,-0.21,SELL,42.13,22247.6
02/15/2023 06:03:36,1676459016.0,70632000.0,295684000.0,-1.49,-0.03,SELL,76.11,22247.7
02/15/2023 06:03:40,1676459020.0,215925000.0,248299000.0,0.67,-0.19,SELL,13.04,22247.7
02/15/2023 06:04:01,1676459041.0,136115000.0,261173000.0,-0.59,0.05,SELL,47.88,22256.4
02/15/2023 06:04:09,1676459049.0,106990000.0,246558000.0,-0.27,-0.06,SELL,56.61,22251.6
02/15/2023 06:04:25,1676459065.0,223864000.0,254042000.0,0.52,0.03,SELL,11.88,22255.5
02/15/2023 06:04:34,1676459074.0,222163000.0,297167000.0,-0.01,0.15,SELL,25.24,22268.0
02/15/2023 06:04:43,1676459083.0,197600000.0,294973000.0,-0.12,-0.01,SELL,33.01,22272.3
02/15/2023 06:05:09,1676459109.0,120984000.0,232440000.0,-0.63,-0.27,SELL,47.95,22251.1
02/15/2023 06:05:18,1676459118.0,163757000.0,307432000.0,0.26,0.24,SELL,46.73,22255.3
02/15/2023 06:05:44,1676459144.0,168106000.0,393027000.0,0.03,0.22,SELL,57.23,22252.7
02/15/2023 06:05:52,1676459152.0,182293000.0,353274000.0,0.08,-0.11,SELL,48.4,22257.5
02/15/2023 06:05:54,1676459154.0,176490000.0,397979000.0,-0.03,0.11,SELL,55.65,22257.5
02/15/2023 06:06:05,1676459165.0,196317000.0,444720000.0,0.1,0.11,SELL,55.86,22257.5
02/15/2023 06:06:07,1676459167.0,193383000.0,444720000.0,-0.02,0.0,SELL,56.52,22257.5
02/15/2023 06:06:18,1676459178.0,199790000.0,197679000.0,0.03,-1.25,BUY,1.06,22255.1
02/15/2023 06:06:39,1676459199.0,107310000.0,213354000.0,-0.86,0.07,SELL,49.7,22248.3
02/15/2023 06:06:51,1676459211.0,106010000.0,315440000.0,-0.01,0.32,SELL,66.39,22248.3
02/15/2023 06:07:14,1676459234.0,209482000.0,206083000.0,0.49,-0.53,BUY,1.62,22243.0
02/15/2023 06:07:35,1676459255.0,179716000.0,224029000.0,-0.17,0.08,SELL,19.78,22243.0
02/15/2023 06:08:19,1676459299.0,191594000.0,234774000.0,0.06,0.05,SELL,18.39,22240.1
02/15/2023 06:09:04,1676459344.0,110608000.0,335193000.0,-0.73,0.3,SELL,67.0,22238.4
02/15/2023 06:09:48,1676459388.0,319574000.0,205575000.0,0.65,-0.63,BUY,35.67,22232.5
02/15/2023 06:11:54,1676459514.0,221188000.0,164412000.0,-0.44,-0.25,BUY,25.67,22227.3
02/15/2023 06:12:50,1676459570.0,226757000.0,259517000.0,0.02,0.37,SELL,12.62,22226.2
02/15/2023 06:13:25,1676459605.0,228033000.0,203071000.0,0.01,-0.28,BUY,10.95,22224.1
02/15/2023 06:15:34,1676459734.0,214781000.0,197878000.0,-0.06,-0.03,BUY,7.87,22223.8
02/15/2023 06:17:30,1676459850.0,189424000.0,259332000.0,-0.13,0.24,SELL,26.96,22231.6
02/15/2023 06:18:04,1676459884.0,145481000.0,236806000.0,-0.3,-0.1,SELL,38.57,22233.3
02/15/2023 06:18:38,1676459918.0,143038000.0,246575000.0,-0.02,0.04,SELL,41.99,22235.2
