symbol,datetime,side,price,amount,usd,epoch,buy_amount,sell_amount
BTC/USD:USD,2023-02-19 23:53:33,sell,24338.3,5176.0,125834.77,1676850813.0,0.0,125834.77
BTC/USD:USD,2023-02-19 23:53:36,buy,24339.4,50.0,1215.56,1676850816.0,1215.56,0.0
BTC/USD:USD,2023-02-19 23:53:36,buy,24339.4,47.0,1142.63,1676850816.0,1142.63,0.0
BTC/USD:USD,2023-02-19 23:53:37,sell,24339.3,1026.0,24943.29,1676850817.0,0.0,24943.29
BTC/USD:USD,2023-02-19 23:53:37,sell,24335.1,43.0,1045.38,1676850817.0,0.0,1045.38
BTC/USD:USD,2023-02-19 23:53:37,sell,24323.8,169.0,4108.59,1676850817.0,0.0,4108.59
BTC/USD:USD,2023-02-19 23:53:37,sell,24323.8,242.0,5883.31,1676850817.0,0.0,5883.31
BTC/USD:USD,2023-02-19 23:53:37,sell,24319.9,122.0,2965.97,1676850817.0,0.0,2965.97
BTC/USD:USD,2023-02-19 23:53:37,sell,24319.9,132.0,3209.08,1676850817.0,0.0,3209.08
BTC/USD:USD,2023-02-19 23:54:05,buy,24334.1,50.0,1216.86,1676850845.0,1216.86,0.0
BTC/USD:USD,2023-02-19 23:54:05,buy,24334.2,365.0,8883.08,1676850845.0,8883.08,0.0
BTC/USD:USD,2023-02-19 23:54:11,sell,24337.2,7200.0,175227.84,1676850851.0,0.0,175227.84
BTC/USD:USD,2023-02-19 23:54:11,sell,24337.2,1662.0,40448.43,1676850851.0,0.0,40448.43
BTC/USD:USD,2023-02-19 23:54:26,buy,24342.1,489.0,11903.24,1676850866.0,11903.24,0.0
BTC/USD:USD,2023-02-19 23:54:38,buy,24347.1,744.0,18105.91,1676850878.0,18105.91,0.0
BTC/USD:USD,2023-02-19 23:54:38,sell,24348.8,150.0,3650.38,1676850878.0,0.0,3650.38
BTC/USD:USD,2023-02-19 23:54:39,sell,24348.8,215.0,5232.22,1676850879.0,0.0,5232.22
BTC/USD:USD,2023-02-19 23:54:44,sell,24340.5,8000.0,194698.4,1676850884.0,0.0,194698.4
BTC/USD:USD,2023-02-19 23:54:44,sell,24340.5,1108.0,26965.73,1676850884.0,0.0,26965.73
BTC/USD:USD,2023-02-19 23:54:44,sell,24340.5,360.0,8761.43,1676850884.0,0.0,8761.43
BTC/USD:USD,2023-02-19 23:54:48,sell,24337.3,6100.0,148457.53,1676850888.0,0.0,148457.53
BTC/USD:USD,2023-02-19 23:54:48,sell,24337.3,1991.0,48455.56,1676850888.0,0.0,48455.56
BTC/USD:USD,2023-02-19 23:55:03,buy,24331.5,1710.0,41607.04,1676850903.0,41607.04,0.0
BTC/USD:USD,2023-02-19 23:55:03,buy,24331.5,3000.0,72994.8,1676850903.0,72994.8,0.0
BTC/USD:USD,2023-02-19 23:55:03,buy,24331.5,2070.0,50366.41,1676850903.0,50366.41,0.0
BTC/USD:USD,2023-02-19 23:55:03,buy,24331.5,410.0,9975.96,1676850903.0,9975.96,0.0
BTC/USD:USD,2023-02-19 23:55:14,sell,24331.4,79.0,1921.75,1676850914.0,0.0,1921.75
BTC/USD:USD,2023-02-19 23:55:14,sell,24326.1,670.0,16298.42,1676850914.0,0.0,16298.42
BTC/USD:USD,2023-02-19 23:55:14,sell,24326.1,4917.0,119610.94,1676850914.0,0.0,119610.94
BTC/USD:USD,2023-02-19 23:55:14,sell,24326.1,2609.0,63466.53,1676850914.0,0.0,63466.53
BTC/USD:USD,2023-02-19 23:55:26,buy,24320.1,252.0,6127.51,1676850926.0,6127.51,0.0
BTC/USD:USD,2023-02-19 23:55:39,sell,24314.5,6250.0,151889.38,1676850939.0,0.0,151889.38
BTC/USD:USD,2023-02-19 23:55:39,sell,24314.5,2900.0,70476.67,1676850939.0,0.0,70476.67
BTC/USD:USD,2023-02-19 23:55:39,sell,24314.5,594.0,14435.57,1676850939.0,0.0,14435.57
BTC/USD:USD,2023-02-19 23:55:45,buy,24311.7,1500.0,36453.45,1676850945.0,36453.45,0.0
BTC/USD:USD,2023-02-19 23:55:45,buy,24311.7,400.0,9720.92,1676850945.0,9720.92,0.0
BTC/USD:USD,2023-02-19 23:55:45,buy,24311.7,200.0,4860.46,1676850945.0,4860.46,0.0
BTC/USD:USD,2023-02-19 23:55:45,buy,24311.7,3922.0,95313.62,1676850945.0,95313.62,0.0
BTC/USD:USD,2023-02-19 23:55:47,buy,24311.3,293.0,7120.57,1676850947.0,7120.57,0.0
BTC/USD:USD,2023-02-19 23:55:49,sell,24307.4,660.0,16039.52,1676850949.0,0.0,16039.52
BTC/USD:USD,2023-02-19 23:55:49,sell,24307.4,990.0,24059.28,1676850949.0,0.0,24059.28
BTC/USD:USD,2023-02-19 23:55:49,sell,24307.4,7226.0,175608.42,1676850949.0,0.0,175608.42
BTC/USD:USD,2023-02-19 23:55:50,sell,24302.3,64.0,1555.35,1676850950.0,0.0,1555.35
BTC/USD:USD,2023-02-19 23:55:50,sell,24302.2,690.0,16768.59,1676850950.0,0.0,16768.59
BTC/USD:USD,2023-02-19 23:55:54,sell,24302.8,376.0,9140.26,1676850954.0,0.0,9140.26
BTC/USD:USD,2023-02-19 23:55:56,sell,24305.0,158.0,3840.85,1676850956.0,0.0,3840.85
BTC/USD:USD,2023-02-19 23:56:11,buy,24323.5,434.0,10557.53,1676850971.0,10557.53,0.0
BTC/USD:USD,2023-02-19 23:56:16,sell,24326.1,204.0,4962.52,1676850976.0,0.0,4962.52
BTC/USD:USD,2023-02-19 23:56:16,sell,24326.1,303.0,7370.81,1676850976.0,0.0,7370.81
BTC/USD:USD,2023-02-19 23:56:19,buy,24326.2,358.0,8708.74,1676850979.0,8708.74,0.0
BTC/USD:USD,2023-02-19 23:56:24,buy,24326.1,6200.0,150760.44,1676850984.0,150760.44,0.0
BTC/USD:USD,2023-02-19 23:56:24,buy,24326.1,981.0,23854.19,1676850984.0,23854.19,0.0
BTC/USD:USD,2023-02-19 23:56:36,buy,24316.0,7278.0,176944.19,1676850996.0,176944.19,0.0
BTC/USD:USD,2023-02-19 23:56:38,sell,24312.2,4852.0,117962.79,1676850998.0,0.0,117962.79
BTC/USD:USD,2023-02-19 23:56:38,sell,24312.2,4253.0,103399.79,1676850998.0,0.0,103399.79
BTC/USD:USD,2023-02-19 23:56:49,buy,24306.2,661.0,16066.0,1676851009.0,16066.0,0.0
BTC/USD:USD,2023-02-19 23:56:49,buy,24306.2,50.0,1215.28,1676851009.0,1215.28,0.0
BTC/USD:USD,2023-02-19 23:56:49,buy,24306.3,445.0,10815.99,1676851009.0,10815.99,0.0
BTC/USD:USD,2023-02-19 23:56:49,sell,24305.7,50.0,1215.28,1676851009.0,0.0,1215.28
BTC/USD:USD,2023-02-19 23:56:51,sell,24305.6,164.0,3986.04,1676851011.0,0.0,3986.04
BTC/USD:USD,2023-02-19 23:56:53,sell,24305.6,233.0,5663.09,1676851013.0,0.0,5663.09
BTC/USD:USD,2023-02-19 23:56:53,sell,24305.6,3783.0,91946.19,1676851013.0,0.0,91946.19
BTC/USD:USD,2023-02-19 23:56:53,sell,24305.6,3052.0,74179.17,1676851013.0,0.0,74179.17
BTC/USD:USD,2023-02-19 23:56:55,sell,24305.6,56.0,1361.09,1676851015.0,0.0,1361.09
BTC/USD:USD,2023-02-19 23:57:02,sell,24297.4,50.0,1214.7,1676851022.0,0.0,1214.7
BTC/USD:USD,2023-02-19 23:57:02,sell,24297.3,500.0,12147.0,1676851022.0,0.0,12147.0
BTC/USD:USD,2023-02-19 23:57:02,sell,24292.9,202.0,4907.39,1676851022.0,0.0,4907.39
BTC/USD:USD,2023-02-19 23:57:02,buy,24300.1,100.0,2429.4,1676851022.0,2429.4,0.0
BTC/USD:USD,2023-02-19 23:57:05,sell,24294.0,112.0,2721.03,1676851025.0,0.0,2721.03
BTC/USD:USD,2023-02-19 23:57:09,buy,24295.3,293.0,7118.41,1676851029.0,7118.41,0.0
BTC/USD:USD,2023-02-19 23:57:10,sell,24295.1,50.0,1214.18,1676851030.0,0.0,1214.18
BTC/USD:USD,2023-02-19 23:57:10,sell,24295.1,346.0,8402.09,1676851030.0,0.0,8402.09
BTC/USD:USD,2023-02-19 23:57:12,sell,24293.8,50.0,1214.18,1676851032.0,0.0,1214.18
BTC/USD:USD,2023-02-19 23:57:12,sell,24292.9,122.0,2962.59,1676851032.0,0.0,2962.59
BTC/USD:USD,2023-02-19 23:57:12,sell,24292.9,142.0,3448.26,1676851032.0,0.0,3448.26
BTC/USD:USD,2023-02-19 23:57:12,sell,24292.9,61.0,1481.29,1676851032.0,0.0,1481.29
BTC/USD:USD,2023-02-19 23:57:17,sell,24280.8,369.0,8960.61,1676851037.0,0.0,8960.61
BTC/USD:USD,2023-02-19 23:57:17,sell,24280.8,290.0,7042.22,1676851037.0,0.0,7042.22
BTC/USD:USD,2023-02-19 23:57:19,buy,24278.1,661.0,16051.39,1676851039.0,16051.39,0.0
BTC/USD:USD,2023-02-19 23:57:19,buy,24279.2,303.0,7357.9,1676851039.0,7357.9,0.0
BTC/USD:USD,2023-02-19 23:57:22,buy,24289.0,174.0,4225.33,1676851042.0,4225.33,0.0
BTC/USD:USD,2023-02-19 23:57:23,sell,24287.2,50.0,1214.18,1676851043.0,0.0,1214.18
BTC/USD:USD,2023-02-19 23:57:23,sell,24284.5,73.0,1772.7,1676851043.0,0.0,1772.7
BTC/USD:USD,2023-02-19 23:57:23,sell,24284.5,209.0,5075.25,1676851043.0,0.0,5075.25
BTC/USD:USD,2023-02-19 23:57:29,buy,24290.4,7526.0,182714.72,1676851049.0,182714.72,0.0
BTC/USD:USD,2023-02-19 23:57:29,buy,24290.4,264.0,6409.34,1676851049.0,6409.34,0.0
BTC/USD:USD,2023-02-19 23:57:33,buy,24285.0,3200.0,77688.96,1676851053.0,77688.96,0.0
BTC/USD:USD,2023-02-19 23:57:33,buy,24285.0,900.0,21850.02,1676851053.0,21850.02,0.0
BTC/USD:USD,2023-02-19 23:57:33,buy,24285.0,5652.0,137218.13,1676851053.0,137218.13,0.0
BTC/USD:USD,2023-02-19 23:57:38,buy,24278.1,50.0,1214.06,1676851058.0,1214.06,0.0
BTC/USD:USD,2023-02-19 23:57:56,buy,24270.1,2475.0,60068.74,1676851076.0,60068.74,0.0
BTC/USD:USD,2023-02-19 23:57:56,buy,24270.1,1137.0,27595.22,1676851076.0,27595.22,0.0
BTC/USD:USD,2023-02-19 23:57:56,buy,24270.1,3057.0,74194.0,1676851076.0,74194.0,0.0
BTC/USD:USD,2023-02-19 23:58:00,sell,24270.0,95.0,2305.67,1676851080.0,0.0,2305.67
BTC/USD:USD,2023-02-19 23:58:00,sell,24268.1,50.0,1213.51,1676851080.0,0.0,1213.51
BTC/USD:USD,2023-02-19 23:58:00,sell,24268.0,331.0,8033.44,1676851080.0,0.0,8033.44
BTC/USD:USD,2023-02-19 23:58:07,sell,24276.4,97.0,2352.9,1676851087.0,0.0,2352.9
BTC/USD:USD,2023-02-19 23:58:07,sell,24276.4,50.0,1212.84,1676851087.0,0.0,1212.84
BTC/USD:USD,2023-02-19 23:58:07,sell,24266.9,120.0,2910.8,1676851087.0,0.0,2910.8
BTC/USD:USD,2023-02-19 23:58:08,sell,24267.0,318.0,7713.63,1676851088.0,0.0,7713.63
BTC/USD:USD,2023-02-19 23:58:08,sell,24266.9,1054.0,25566.56,1676851088.0,0.0,25566.56
BTC/USD:USD,2023-02-19 23:58:08,sell,24265.7,227.0,5506.27,1676851088.0,0.0,5506.27
BTC/USD:USD,2023-02-19 23:58:08,sell,24263.1,57.0,1382.63,1676851088.0,0.0,1382.63
BTC/USD:USD,2023-02-19 23:58:08,sell,24263.1,79.0,1916.28,1676851088.0,0.0,1916.28
BTC/USD:USD,2023-02-19 23:58:08,sell,24263.1,801.0,19429.62,1676851088.0,0.0,19429.62
BTC/USD:USD,2023-02-19 23:58:08,sell,24261.7,1233.0,29908.51,1676851088.0,0.0,29908.51
BTC/USD:USD,2023-02-19 23:58:08,sell,24254.8,53.0,1285.61,1676851088.0,0.0,1285.61
BTC/USD:USD,2023-02-19 23:58:08,sell,24254.8,85.0,2061.82,1676851088.0,0.0,2061.82
BTC/USD:USD,2023-02-19 23:58:08,sell,24254.8,196.0,4754.31,1676851088.0,0.0,4754.31
BTC/USD:USD,2023-02-19 23:58:08,sell,24254.8,123.0,2983.57,1676851088.0,0.0,2983.57
BTC/USD:USD,2023-02-19 23:58:08,sell,24254.9,50.0,1212.84,1676851088.0,0.0,1212.84
BTC/USD:USD,2023-02-19 23:58:09,sell,24244.3,78.0,1892.02,1676851089.0,0.0,1892.02
BTC/USD:USD,2023-02-19 23:58:09,sell,24244.3,163.0,3953.84,1676851089.0,0.0,3953.84
BTC/USD:USD,2023-02-19 23:58:09,sell,24244.3,119.0,2886.55,1676851089.0,0.0,2886.55
BTC/USD:USD,2023-02-19 23:58:09,sell,24243.3,200.0,4851.34,1676851089.0,0.0,4851.34
BTC/USD:USD,2023-02-19 23:58:09,sell,24240.0,200.0,4851.34,1676851089.0,0.0,4851.34
BTC/USD:USD,2023-02-19 23:58:09,sell,24239.0,90.0,2183.1,1676851089.0,0.0,2183.1
BTC/USD:USD,2023-02-19 23:58:09,sell,24239.0,60.0,1455.4,1676851089.0,0.0,1455.4
BTC/USD:USD,2023-02-19 23:58:09,sell,24239.0,47.0,1140.06,1676851089.0,0.0,1140.06
BTC/USD:USD,2023-02-19 23:58:09,sell,24239.0,54.0,1309.86,1676851089.0,0.0,1309.86
BTC/USD:USD,2023-02-19 23:58:09,sell,24239.0,644.0,15621.31,1676851089.0,0.0,15621.31
BTC/USD:USD,2023-02-19 23:58:10,sell,24220.0,102.0,2474.18,1676851090.0,0.0,2474.18
BTC/USD:USD,2023-02-19 23:58:10,sell,24213.7,52.0,1261.35,1676851090.0,0.0,1261.35
BTC/USD:USD,2023-02-19 23:58:10,sell,24213.7,120.0,2910.8,1676851090.0,0.0,2910.8
BTC/USD:USD,2023-02-19 23:58:10,sell,24213.7,129.0,3129.11,1676851090.0,0.0,3129.11
BTC/USD:USD,2023-02-19 23:58:10,sell,24213.7,152.0,3687.02,1676851090.0,0.0,3687.02
BTC/USD:USD,2023-02-19 23:58:10,sell,24213.7,50.0,1212.84,1676851090.0,0.0,1212.84
BTC/USD:USD,2023-02-19 23:58:10,buy,24237.0,74.0,1795.0,1676851090.0,1795.0,0.0
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,79.0,1916.28,1676851092.0,0.0,1916.28
BTC/USD:USD,2023-02-19 23:58:12,buy,24206.1,319.0,7737.89,1676851092.0,7737.89,0.0
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,104.0,2522.7,1676851092.0,0.0,2522.7
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,462.0,11206.6,1676851092.0,0.0,11206.6
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,267.0,6476.54,1676851092.0,0.0,6476.54
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,216.0,5239.45,1676851092.0,0.0,5239.45
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,420.0,10187.81,1676851092.0,0.0,10187.81
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,999.0,24232.44,1676851092.0,0.0,24232.44
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,53.0,1285.61,1676851092.0,0.0,1285.61
BTC/USD:USD,2023-02-19 23:58:12,sell,24200.0,72.0,1746.48,1676851092.0,0.0,1746.48
BTC/USD:USD,2023-02-19 23:58:12,sell,24196.0,75.0,1819.25,1676851092.0,0.0,1819.25
BTC/USD:USD,2023-02-19 23:58:12,sell,24194.8,231.0,5603.3,1676851092.0,0.0,5603.3
BTC/USD:USD,2023-02-19 23:58:12,sell,24194.8,975.0,23650.28,1676851092.0,0.0,23650.28
BTC/USD:USD,2023-02-19 23:58:12,sell,24192.6,1232.0,29884.25,1676851092.0,0.0,29884.25
BTC/USD:USD,2023-02-19 23:58:12,sell,24190.2,770.0,18677.66,1676851092.0,0.0,18677.66
BTC/USD:USD,2023-02-19 23:58:12,sell,24186.0,188.0,4560.26,1676851092.0,0.0,4560.26
BTC/USD:USD,2023-02-19 23:58:12,sell,24183.0,56.0,1358.38,1676851092.0,0.0,1358.38
BTC/USD:USD,2023-02-19 23:58:12,sell,24177.2,7250.0,175861.08,1676851092.0,0.0,175861.08
BTC/USD:USD,2023-02-19 23:58:12,sell,24177.2,2000.0,48513.4,1676851092.0,0.0,48513.4
BTC/USD:USD,2023-02-19 23:58:12,sell,24177.2,404.0,9799.71,1676851092.0,0.0,9799.71
BTC/USD:USD,2023-02-19 23:58:12,sell,24177.1,1264.0,30660.47,1676851092.0,0.0,30660.47
BTC/USD:USD,2023-02-19 23:58:12,sell,24177.1,5846.0,141804.67,1676851092.0,0.0,141804.67
BTC/USD:USD,2023-02-19 23:58:12,sell,24177.1,500.0,12128.35,1676851092.0,0.0,12128.35
BTC/USD:USD,2023-02-19 23:58:13,sell,24185.2,770.0,18677.66,1676851093.0,0.0,18677.66
BTC/USD:USD,2023-02-19 23:58:13,sell,24184.1,294.0,7131.47,1676851093.0,0.0,7131.47
BTC/USD:USD,2023-02-19 23:58:14,buy,24207.8,790.0,19162.79,1676851094.0,19162.79,0.0
BTC/USD:USD,2023-02-19 23:58:14,buy,24208.1,500.0,12128.35,1676851094.0,12128.35,0.0
BTC/USD:USD,2023-02-19 23:58:14,buy,24208.1,500.0,12128.35,1676851094.0,12128.35,0.0
BTC/USD:USD,2023-02-19 23:58:15,buy,24220.1,50.0,1212.84,1676851095.0,1212.84,0.0
BTC/USD:USD,2023-02-19 23:58:15,buy,24227.5,230.0,5579.04,1676851095.0,5579.04,0.0
BTC/USD:USD,2023-02-19 23:58:19,buy,24254.9,184.0,4463.23,1676851099.0,4463.23,0.0
BTC/USD:USD,2023-02-19 23:58:20,sell,24256.8,323.0,7844.93,1676851100.0,0.0,7844.93
BTC/USD:USD,2023-02-19 23:58:25,sell,24269.2,100.0,2428.77,1676851105.0,0.0,2428.77
BTC/USD:USD,2023-02-19 23:58:25,buy,24269.3,500.0,12143.85,1676851105.0,12143.85,0.0
BTC/USD:USD,2023-02-19 23:58:25,buy,24269.3,50.0,1214.38,1676851105.0,1214.38,0.0
BTC/USD:USD,2023-02-19 23:58:25,buy,24269.3,122.0,2963.1,1676851105.0,2963.1,0.0
BTC/USD:USD,2023-02-19 23:58:26,buy,24269.3,125.0,3035.96,1676851106.0,3035.96,0.0
BTC/USD:USD,2023-02-19 23:58:26,sell,24269.2,50.0,1214.38,1676851106.0,0.0,1214.38
BTC/USD:USD,2023-02-19 23:58:27,buy,24271.7,50.0,1214.38,1676851107.0,1214.38,0.0
BTC/USD:USD,2023-02-19 23:58:27,buy,24271.7,135.0,3278.84,1676851107.0,3278.84,0.0
BTC/USD:USD,2023-02-19 23:58:27,buy,24271.7,361.0,8767.86,1676851107.0,8767.86,0.0
BTC/USD:USD,2023-02-19 23:58:27,buy,24277.6,50.0,1214.38,1676851107.0,1214.38,0.0
BTC/USD:USD,2023-02-19 23:58:27,buy,24277.7,73.0,1773.0,1676851107.0,1773.0,0.0
BTC/USD:USD,2023-02-19 23:58:27,sell,24274.9,44.0,1068.66,1676851107.0,0.0,1068.66
BTC/USD:USD,2023-02-19 23:58:27,sell,24277.6,197.0,4784.68,1676851107.0,0.0,4784.68
BTC/USD:USD,2023-02-19 23:58:35,buy,24291.0,50.0,1214.66,1676851115.0,1214.66,0.0
BTC/USD:USD,2023-02-19 23:58:35,buy,24291.0,500.0,12146.6,1676851115.0,12146.6,0.0
BTC/USD:USD,2023-02-19 23:58:35,buy,24291.0,181.0,4397.07,1676851115.0,4397.07,0.0
BTC/USD:USD,2023-02-19 23:58:37,buy,24293.3,81.0,1967.67,1676851117.0,1967.67,0.0
BTC/USD:USD,2023-02-19 23:58:38,buy,24290.8,504.0,12243.27,1676851118.0,12243.27,0.0
BTC/USD:USD,2023-02-19 23:58:38,buy,24290.8,128.0,3109.4,1676851118.0,3109.4,0.0
BTC/USD:USD,2023-02-19 23:58:38,buy,24290.8,137.0,3328.03,1676851118.0,3328.03,0.0
BTC/USD:USD,2023-02-19 23:58:45,buy,24295.8,50.0,1214.61,1676851125.0,1214.61,0.0
BTC/USD:USD,2023-02-19 23:58:45,buy,24295.8,370.0,8988.11,1676851125.0,8988.11,0.0
BTC/USD:USD,2023-02-19 23:58:47,buy,24295.3,232.0,5635.79,1676851127.0,5635.79,0.0
BTC/USD:USD,2023-02-19 23:58:48,buy,24292.3,654.0,15888.8,1676851128.0,15888.8,0.0
BTC/USD:USD,2023-02-19 23:58:56,buy,24298.3,1232.0,29937.48,1676851136.0,29937.48,0.0
BTC/USD:USD,2023-02-19 23:58:56,buy,24298.3,768.0,18662.32,1676851136.0,18662.32,0.0
BTC/USD:USD,2023-02-19 23:59:13,buy,24302.8,50.0,1215.18,1676851153.0,1215.18,0.0
BTC/USD:USD,2023-02-19 23:59:13,buy,24302.9,260.0,6318.94,1676851153.0,6318.94,0.0
BTC/USD:USD,2023-02-19 23:59:25,sell,24281.3,80.0,1942.74,1676851165.0,0.0,1942.74
BTC/USD:USD,2023-02-19 23:59:27,sell,24281.3,420.0,10199.41,1676851167.0,0.0,10199.41
BTC/USD:USD,2023-02-19 23:59:27,sell,24281.3,50.0,1214.21,1676851167.0,0.0,1214.21
BTC/USD:USD,2023-02-19 23:59:27,sell,24281.3,261.0,6338.2,1676851167.0,0.0,6338.2
BTC/USD:USD,2023-02-19 23:59:30,buy,24284.4,50.0,1214.57,1676851170.0,1214.57,0.0
BTC/USD:USD,2023-02-19 23:59:30,buy,24286.6,463.0,11246.92,1676851170.0,11246.92,0.0
BTC/USD:USD,2023-02-19 23:59:35,buy,24288.8,50.0,1214.57,1676851175.0,1214.57,0.0
BTC/USD:USD,2023-02-19 23:59:57,buy,24281.3,50.0,1213.74,1676851197.0,1213.74,0.0
BTC/USD:USD,2023-02-19 23:59:57,buy,24281.3,582.0,14127.93,1676851197.0,14127.93,0.0
BTC/USD:USD,2023-02-20 00:00:04,sell,24274.8,50.0,1213.74,1676851204.0,0.0,1213.74
BTC/USD:USD,2023-02-20 00:00:04,sell,24274.7,64.0,1553.59,1676851204.0,0.0,1553.59
BTC/USD:USD,2023-02-20 00:00:07,sell,24270.6,509.0,12353.94,1676851207.0,0.0,12353.94
BTC/USD:USD,2023-02-20 00:00:15,sell,24276.5,75.0,1821.02,1676851215.0,0.0,1821.02
BTC/USD:USD,2023-02-20 00:00:17,buy,24280.4,123.0,2986.48,1676851217.0,2986.48,0.0
BTC/USD:USD,2023-02-20 00:00:19,buy,24280.4,164.0,3981.97,1676851219.0,3981.97,0.0
BTC/USD:USD,2023-02-20 00:00:21,sell,24280.3,52.0,1262.58,1676851221.0,0.0,1262.58
BTC/USD:USD,2023-02-20 00:00:22,buy,24280.4,164.0,3981.97,1676851222.0,3981.97,0.0
BTC/USD:USD,2023-02-20 00:00:28,sell,24280.3,59.0,1433.28,1676851228.0,0.0,1433.28
BTC/USD:USD,2023-02-20 00:00:29,buy,24280.4,49.0,1190.35,1676851229.0,1190.35,0.0
BTC/USD:USD,2023-02-20 00:00:29,buy,24286.1,50.0,1214.64,1676851229.0,1214.64,0.0
BTC/USD:USD,2023-02-20 00:00:29,buy,24286.2,500.0,12146.4,1676851229.0,12146.4,0.0
BTC/USD:USD,2023-02-20 00:00:35,buy,24292.5,50.0,1214.64,1676851235.0,1214.64,0.0
BTC/USD:USD,2023-02-20 00:00:35,buy,24292.5,582.0,14138.41,1676851235.0,14138.41,0.0
BTC/USD:USD,2023-02-20 00:00:44,buy,24301.7,50.0,1215.34,1676851244.0,1215.34,0.0
BTC/USD:USD,2023-02-20 00:00:44,buy,24301.8,147.0,3573.11,1676851244.0,3573.11,0.0
BTC/USD:USD,2023-02-20 00:00:47,buy,24301.9,50.0,1215.34,1676851247.0,1215.34,0.0
BTC/USD:USD,2023-02-20 00:00:47,buy,24302.0,122.0,2965.44,1676851247.0,2965.44,0.0
BTC/USD:USD,2023-02-20 00:00:47,sell,24301.9,476.0,11570.08,1676851247.0,0.0,11570.08
BTC/USD:USD,2023-02-20 00:00:50,buy,24310.6,50.0,1215.4,1676851250.0,1215.4,0.0
BTC/USD:USD,2023-02-20 00:00:50,buy,24310.7,106.0,2576.66,1676851250.0,2576.66,0.0
BTC/USD:USD,2023-02-20 00:00:51,buy,24308.4,50.0,1215.4,1676851251.0,1215.4,0.0
BTC/USD:USD,2023-02-20 00:00:51,buy,24308.4,189.0,4594.23,1676851251.0,4594.23,0.0
BTC/USD:USD,2023-02-20 00:00:52,buy,24308.1,50.0,1215.4,1676851252.0,1215.4,0.0
BTC/USD:USD,2023-02-20 00:00:52,buy,24308.2,66.0,1604.33,1676851252.0,1604.33,0.0
BTC/USD:USD,2023-02-20 00:00:57,buy,24311.5,67.0,1628.72,1676851257.0,1628.72,0.0
BTC/USD:USD,2023-02-20 00:01:02,buy,24309.4,289.0,7025.36,1676851262.0,7025.36,0.0
BTC/USD:USD,2023-02-20 00:01:02,buy,24309.8,50.0,1215.46,1676851262.0,1215.46,0.0
BTC/USD:USD,2023-02-20 00:01:02,buy,24309.8,55.0,1337.01,1676851262.0,1337.01,0.0
BTC/USD:USD,2023-02-20 00:01:13,sell,24314.2,78.0,1894.6,1676851273.0,0.0,1894.6
BTC/USD:USD,2023-02-20 00:01:17,buy,24295.2,50.0,1215.62,1676851277.0,1215.62,0.0
BTC/USD:USD,2023-02-20 00:01:28,sell,24313.7,50.0,1215.62,1676851288.0,0.0,1215.62
BTC/USD:USD,2023-02-20 00:01:49,buy,24315.9,241.0,5860.47,1676851309.0,5860.47,0.0
BTC/USD:USD,2023-02-20 00:01:50,buy,24317.2,111.0,2699.22,1676851310.0,2699.22,0.0
BTC/USD:USD,2023-02-20 00:01:52,buy,24316.6,103.0,2504.68,1676851312.0,2504.68,0.0
BTC/USD:USD,2023-02-20 00:01:55,buy,24318.4,686.0,16681.26,1676851315.0,16681.26,0.0
BTC/USD:USD,2023-02-20 00:02:02,buy,24317.8,376.0,9144.17,1676851322.0,9144.17,0.0
BTC/USD:USD,2023-02-20 00:02:02,sell,24317.7,184.0,4474.81,1676851322.0,0.0,4474.81
BTC/USD:USD,2023-02-20 00:02:15,buy,24330.0,452.0,10998.2,1676851335.0,10998.2,0.0
BTC/USD:USD,2023-02-20 00:02:17,buy,24334.2,86.0,2092.58,1676851337.0,2092.58,0.0
BTC/USD:USD,2023-02-20 00:02:18,sell,24332.4,50.0,1216.62,1676851338.0,0.0,1216.62
BTC/USD:USD,2023-02-20 00:02:25,buy,24333.2,7300.0,177695.14,1676851345.0,177695.14,0.0
BTC/USD:USD,2023-02-20 00:02:25,buy,24333.2,1288.0,31352.24,1676851345.0,31352.24,0.0
BTC/USD:USD,2023-02-20 00:02:25,buy,24333.2,5366.0,130618.1,1676851345.0,130618.1,0.0
BTC/USD:USD,2023-02-20 00:02:27,buy,24335.1,80.0,1947.34,1676851347.0,1947.34,0.0
BTC/USD:USD,2023-02-20 00:02:29,buy,24335.2,137.0,3334.83,1676851349.0,3334.83,0.0
BTC/USD:USD,2023-02-20 00:02:33,buy,24346.9,50.0,1217.09,1676851353.0,1217.09,0.0
BTC/USD:USD,2023-02-20 00:02:38,buy,24342.7,165.0,4016.4,1676851358.0,4016.4,0.0
BTC/USD:USD,2023-02-20 00:02:57,buy,24355.8,119.0,2898.72,1676851377.0,2898.72,0.0
BTC/USD:USD,2023-02-20 00:03:08,buy,24366.1,50.0,1218.2,1676851388.0,1218.2,0.0
BTC/USD:USD,2023-02-20 00:03:08,buy,24366.1,145.0,3532.77,1676851388.0,3532.77,0.0
