datetime,open,high,low,close,volume
2023-01-02 00:00:00,16611.9,16698.54,16542.52,16640.26,2878.10620837
2023-01-02 06:00:00,16640.26,16761.92,16628.01,16727.98,4249.91695657
2023-01-02 12:00:00,16728.06,16744.42,16664.37,16708.39,3074.20132024
2023-01-02 18:00:00,16708.58,16789.99,16655.5,16666.95,3358.23569446
2023-01-03 00:00:00,16666.86,16722.02,16639.62,16719.71,3121.76389877
2023-01-03 06:00:00,16719.29,16772.3,16693.87,16715.34,2600.73685121
2023-01-03 12:00:00,16714.53,16768.02,16600.0,16625.72,7997.58660484
2023-01-03 18:00:00,16625.78,16688.28,16614.26,16669.47,3892.26792267
2023-01-04 00:00:00,16668.95,16911.43,16645.87,16852.22,5744.38929193
2023-01-04 06:00:00,16852.32,16916.87,16826.88,16829.32,3421.70938071
2023-01-04 12:00:00,16828.53,16936.04,16757.8,16889.06,8382.50040985
2023-01-04 18:00:00,16889.25,16988.0,16773.93,16844.42,8374.10772376
2023-01-05 00:00:00,16844.4,16871.92,16804.22,16841.73,2272.76670691
2023-01-05 06:00:00,16841.54,16842.92,16778.67,16828.44,2118.28841886
2023-01-05 12:00:00,16828.43,16872.13,16750.07,16808.51,6383.5901017
2023-01-05 18:00:00,16808.24,16869.57,16796.16,16825.69,4143.58390602
2023-01-06 00:00:00,16825.53,16865.19,16785.5,16805.17,2603.21126633
2023-01-06 06:00:00,16805.18,16810.16,16703.84,16731.04,3506.69441138
2023-01-06 12:00:00,16730.92,16845.7,16670.82,16815.79,9380.98108559
2023-01-06 18:00:00,16815.69,17027.11,16814.38,16948.06,8744.50027827
2023-01-07 00:00:00,16948.0,16977.76,16928.37,16930.87,1637.96624111
2023-01-07 06:00:00,16930.63,16951.01,16904.62,16913.0,1008.55242615
2023-01-07 12:00:00,16913.01,16943.37,16903.58,16926.77,1557.87765156
2023-01-07 18:00:00,16926.76,16950.09,16925.84,16942.37,1475.72167497
2023-01-08 00:00:00,16942.37,16953.26,16910.41,16942.37,1392.26460711
2023-01-08 06:00:00,16942.37,16962.85,16923.03,16926.79,1327.21556865
2023-01-08 12:00:00,16927.01,17020.21,16914.6,16927.3,2716.52463182
