datetime,open,high,low,close,volume
2022-12-08 12:00:00,0.62,0.6268,0.57,0.5718,95223.83
2022-12-08 18:00:00,0.5718,0.6017,0.5529,0.596,179207.83
2022-12-09 00:00:00,0.5908,0.604,0.5584,0.5908,183069.85
2022-12-09 06:00:00,0.5908,0.5985,0.5677,0.5968,83245.29
2022-12-09 12:00:00,0.5964,0.6,0.5323,0.5415,160594.55
2022-12-09 18:00:00,0.5414,0.545,0.5335,0.5336,26788.74
2022-12-10 00:00:00,0.5336,0.5459,0.5222,0.545,38237.02
2022-12-10 06:00:00,0.545,0.557,0.5423,0.557,23860.53
2022-12-10 12:00:00,0.557,0.5612,0.5254,0.5275,35833.13
2022-12-10 18:00:00,0.531,0.5335,0.52,0.5256,35828.07
2022-12-11 00:00:00,0.5256,0.5479,0.5256,0.5291,28937.6
2022-12-11 06:00:00,0.5291,0.5391,0.4752,0.5384,149067.57
2022-12-11 12:00:00,0.5366,0.5588,0.5237,0.5283,70145.07
2022-12-11 18:00:00,0.5314,0.5355,0.5275,0.5306,12764.79
2022-12-12 00:00:00,0.5306,0.95,0.5048,0.78,1024691.22
2022-12-12 06:00:00,0.78,0.9908,0.7519,0.9553,1241856.85
2022-12-12 12:00:00,0.9469,0.9691,0.7605,0.8078,850416.77
2022-12-12 18:00:00,0.8077,0.8399,0.7146,0.76,664464.36
2022-12-13 00:00:00,0.76,0.8675,0.7378,0.7806,643063.83
2022-12-13 06:00:00,0.7767,0.784,0.6814,0.7099,362696.91
2022-12-13 12:00:00,0.7104,0.7515,0.688,0.7062,641513.28
2022-12-13 18:00:00,0.7061,0.7254,0.6882,0.704,287031.08
2022-12-14 00:00:00,0.704,0.7248,0.6768,0.679,162265.52
2022-12-14 06:00:00,0.6828,0.6988,0.6711,0.6785,127304.39
2022-12-14 12:00:00,0.6785,0.6878,0.645,0.6483,132561.44
2022-12-14 18:00:00,0.6479,0.6571,0.6007,0.603,594824.62
2022-12-15 00:00:00,0.603,0.651,0.595,0.6315,438295.49
2022-12-15 06:00:00,0.6332,0.6422,0.6156,0.6238,141318.63
2022-12-15 12:00:00,0.623,0.6309,0.6096,0.6153,151856.63
2022-12-15 18:00:00,0.6154,0.6393,0.5826,0.5853,151531.88
2022-12-16 00:00:00,0.5858,0.64,0.5858,0.64,157570.28
2022-12-16 06:00:00,0.6382,0.7279,0.6382,0.6647,538703.71
2022-12-16 12:00:00,0.6647,0.7224,0.6479,0.6543,517838.62
2022-12-16 18:00:00,0.6517,0.6678,0.5437,0.5656,445366.68
2022-12-17 00:00:00,0.5656,0.6079,0.5452,0.5884,232669.34
2022-12-17 06:00:00,0.5881,0.5983,0.5656,0.5686,104358.61
2022-12-17 12:00:00,0.5689,0.5727,0.5419,0.5442,242868.49
2022-12-17 18:00:00,0.5451,0.5759,0.5335,0.5675,161114.84
2022-12-18 00:00:00,0.5677,0.6778,0.5581,0.6737,297700.79
2022-12-18 06:00:00,0.6784,0.68,0.621,0.6215,263918.39
2022-12-18 12:00:00,0.6215,0.6747,0.6181,0.6659,318356.31
2022-12-18 18:00:00,0.6652,0.738,0.6473,0.6564,575053.17
2022-12-19 00:00:00,0.6571,0.7093,0.6542,0.658,326495.61
2022-12-19 06:00:00,0.6607,0.6631,0.6157,0.6242,90457.74
2022-12-19 12:00:00,0.6236,0.6346,0.5813,0.5925,283845.05
2022-12-19 18:00:00,0.5955,0.6096,0.5866,0.5974,170180.69
2022-12-20 00:00:00,0.5957,0.65,0.5951,0.6324,273572.55
2022-12-20 06:00:00,0.6322,0.7099,0.6119,0.6665,240108.66
2022-12-20 12:00:00,0.6679,0.7079,0.6518,0.686,369373.38
2022-12-20 18:00:00,0.6825,0.6987,0.6758,0.6791,271308.93
2022-12-21 00:00:00,0.6804,0.6906,0.6393,0.6399,215984.03
2022-12-21 06:00:00,0.6399,0.6737,0.6399,0.6447,103038.64
2022-12-21 12:00:00,0.6449,0.6545,0.633,0.6459,169034.18
2022-12-21 18:00:00,0.6485,0.6579,0.6423,0.6475,181202.76
2022-12-22 00:00:00,0.6461,0.6462,0.6356,0.6361,205391.65
2022-12-22 06:00:00,0.6383,0.6383,0.6,0.6077,233063.91
2022-12-22 12:00:00,0.6067,0.6106,0.577,0.594,303640.01
2022-12-22 18:00:00,0.5949,0.6182,0.5886,0.615,158835.46
2022-12-23 00:00:00,0.617,0.635,0.6019,0.6237,187890.15
2022-12-23 06:00:00,0.6233,0.626,0.6121,0.6121,107952.64
2022-12-23 12:00:00,0.6128,0.6128,0.5852,0.5991,175220.71
2022-12-23 18:00:00,0.5998,0.5999,0.5866,0.5905,55594.1
2022-12-24 00:00:00,0.5909,0.6098,0.5866,0.5992,129224.58
2022-12-24 06:00:00,0.5961,0.5968,0.5861,0.5923,63175.13
2022-12-24 12:00:00,0.5898,0.5945,0.584,0.5877,35737.71
2022-12-24 18:00:00,0.5856,0.5877,0.5825,0.5847,49888.23
2022-12-25 00:00:00,0.585,0.597,0.5831,0.5948,71690.4
2022-12-25 06:00:00,0.595,0.6123,0.5914,0.5943,171168.69
2022-12-25 12:00:00,0.5964,0.6054,0.5813,0.5813,102618.14
2022-12-25 18:00:00,0.5803,0.587,0.577,0.579,56998.46
2022-12-26 00:00:00,0.5796,0.5942,0.5767,0.588,117082.62
2022-12-26 06:00:00,0.5883,0.5888,0.576,0.582,53954.12
2022-12-26 12:00:00,0.5801,0.5832,0.577,0.5805,96820.67
2022-12-26 18:00:00,0.5785,0.5797,0.559,0.5609,182050.41
2022-12-27 00:00:00,0.563,0.5702,0.5514,0.5606,192864.4
2022-12-27 06:00:00,0.5598,0.5617,0.5454,0.5503,48874.16
2022-12-27 12:00:00,0.5503,0.5519,0.5361,0.5361,139496.23
2022-12-27 18:00:00,0.5362,0.55,0.5348,0.5444,71954.52
2022-12-28 00:00:00,0.5423,0.5437,0.5008,0.5048,219918.26
2022-12-28 06:00:00,0.5043,0.5202,0.5001,0.5148,94892.68
2022-12-28 12:00:00,0.5147,0.5192,0.4863,0.4877,283188.27
2022-12-28 18:00:00,0.4874,0.5201,0.4776,0.4869,392302.36
2022-12-29 00:00:00,0.4899,0.4978,0.478,0.4793,102145.48
2022-12-29 06:00:00,0.4795,0.4843,0.47,0.482,296422.43
2022-12-29 12:00:00,0.4807,0.4851,0.478,0.4814,66982.62
2022-12-29 18:00:00,0.4796,0.4825,0.465,0.4673,51774.42
2022-12-30 00:00:00,0.4669,0.4888,0.4549,0.4838,213116.03
2022-12-30 06:00:00,0.4848,0.5715,0.4789,0.54,573321.84
2022-12-30 12:00:00,0.54,0.5561,0.5179,0.5274,425928.04
2022-12-30 18:00:00,0.5271,0.5482,0.5071,0.5335,144507.52
2022-12-31 00:00:00,0.5353,0.5423,0.5123,0.5179,81697.62
2022-12-31 06:00:00,0.5192,0.524,0.4966,0.5009,97925.34
2022-12-31 12:00:00,0.5017,0.509,0.4981,0.4993,97747.83
2022-12-31 18:00:00,0.4986,0.5002,0.4849,0.491,92459.19
2023-01-01 00:00:00,0.4909,0.4929,0.4821,0.4851,71831.67
2023-01-01 06:00:00,0.484,0.4933,0.484,0.4933,55830.61
2023-01-01 12:00:00,0.4923,0.5333,0.4923,0.5201,153050.3
2023-01-01 18:00:00,0.5191,0.5316,0.5146,0.5191,107909.33
2023-01-02 00:00:00,0.5192,0.5297,0.5118,0.5118,92195.33
2023-01-02 06:00:00,0.5128,0.5342,0.5079,0.5205,83983.62
